Author	Consortium	PMID	Date	Trait	EFO	Analysis	Source	Outcome	Exposure	Covariates	Outcome_Unit	Exposure_Unit	Array	Tissue	Further_Details	N	N_Studies	Categories	Age	N_Males	N_Females	N_EUR	N_EAS	N_SAS	N_AFR	N_AMR	N_OTH	CpG	Location	Chr	Pos	Gene	Type	Beta	SE	P	Details
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg18188328	chr6:15505094	6	15505094	JARID2	Open sea	-0.00157999	0.00021554	4.53e-13	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg21119074	chr6:20211654	6	20211654	MBOAT1	North shore	-0.00124006	0.00017295	1.4e-12	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Ultrasound-estimated gestational age	Table S1	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg13027183	chr6:15504872	6	15504872	JARID2	Open sea	-0.00090985	0.00012907	3.26e-12	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg00339769	chr6:24489855	6	24489855	GPLD1	Open sea	-0.00040245	5.81e-05	7.62e-12	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg08248579	chr6:17988937	6	17988937	KIF13A	South shore	-0.00071516	0.00010484	1.51e-11	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg20211816	chr6:17988861	6	17988861	KIF13A	South shore	-0.00082409	0.00012201	2.36e-11	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg19494100	chr6:18387313	6	18387313	RNF144B	North shore	-0.00045537	6.83e-05	4.1e-11	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg04876424	chr6:17280551	6	17280551	RBM24	North shore	0.00083105	0.00012462	4.13e-11	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg00955808	chr6:21754525	6	21754525	FLJ22536	Open sea	-0.00102311	0.00015561	7.61e-11	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Ultrasound-estimated gestational age	Table S1	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg08248579	chr6:17988937	6	17988937	KIF13A	South shore	-0.00071308	0.00011015	1.46e-10	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg14628914	chr6:24659344	6	24659344	TTRAP	Open sea	-0.00111186	0.00017364	2.28e-10	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg04140974	chr6:18387360	6	18387360	RNF144B	North shore	-0.00036539	5.74e-05	2.95e-10	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg02642117	chr6:21033836	6	21033836	CDKAL1	Open sea	-0.00059032	9.3e-05	3.22e-10	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg21729798	chr6:24357078	6	24357078	DCDC2;KAAG1	North shore	0.00078847	0.00012547	4.8e-10	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg20001791	chr6:16239799	6	16239799	GMPR	South shore	-0.00097018	0.00015522	5.91e-10	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg24408769	chr6:15506085	6	15506085	JARID2	Open sea	-0.00077135	0.00012385	6.79e-10	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg13500852	chr6:15505460	6	15505460	JARID2	Open sea	-0.00042617	6.98e-05	1.43e-09	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg22274117	chr6:16713613	6	16713613	ATXN1	Open sea	-0.00096968	0.00015902	1.5e-09	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Ultrasound-estimated gestational age	Table S1	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg20211816	chr6:17988861	6	17988861	KIF13A	South shore	-0.0008166	0.00013499	2e-09	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg17881600	chr6:17012979	6	17012979	-	Open sea	0.0004029	6.74e-05	3.15e-09	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg14058851	chr6:15505949	6	15505949	JARID2	Open sea	-0.00049268	8.26e-05	3.34e-09	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg08628635	chr6:20483859	6	20483859	E2F3	Open sea	-0.0013649	0.00022928	3.57e-09	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg00278392	chr6:16802505	6	16802505	-	Open sea	-0.00120962	0.00020351	3.77e-09	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Ultrasound-estimated gestational age	Table S1	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg19494100	chr6:18387313	6	18387313	RNF144B	North shore	-0.00045225	7.62e-05	4.06e-09	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg21725624	chr6:17988677	6	17988677	KIF13A	South shore	-0.00036899	6.27e-05	5.22e-09	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg00464814	chr6:16758889	6	16758889	ATXN1	North shore	-0.00086504	0.00014779	6.42e-09	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg14788563	chr6:20417986	6	20417986	E2F3	Open sea	-0.00077527	0.00013248	6.46e-09	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg02832512	chr6:22113516	6	22113516	FLJ22536	Open sea	-0.00112879	0.0001929	6.47e-09	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg00719771	chr6:23523214	6	23523214	-	Open sea	-0.00072596	0.00012538	9.25e-09	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Ultrasound-estimated gestational age	Table S1	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg24859352	chr6:22147383	6	22147383	FLJ22536	Open sea	-0.00025407	4.39e-05	9.69e-09	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg14023451	chr6:24489887	6	24489887	GPLD1	Open sea	-0.00062089	0.00010804	1.19e-08	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg10126181	chr6:21832051	6	21832051	FLJ22536	Open sea	-0.00071792	0.00012502	1.22e-08	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg00468146	chr6:19838211	6	19838211	ID4	Island	-0.00017954	3.13e-05	1.25e-08	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg19022446	chr6:15872741	6	15872741	-	Open sea	-0.00091919	0.00016042	1.31e-08	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg10558740	chr6:22148738	6	22148738	FLJ22536	Open sea	0.00074023	0.00012967	1.48e-08	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg14009473	chr6:15502099	6	15502099	JARID2	Open sea	-0.00020299	3.6e-05	2.17e-08	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg12230983	chr6:15439701	6	15439701	JARID2	Open sea	-0.00018146	3.27e-05	3.75e-08	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg20487608	chr6:15288126	6	15288126	JARID2	Open sea	-0.00084767	0.0001532	3.96e-08	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Ultrasound-estimated gestational age	Table S1	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg04140974	chr6:18387360	6	18387360	RNF144B	North shore	-0.00035971	6.51e-05	4.16e-08	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Ultrasound-estimated gestational age	Table S1	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg14662750	chr6:15280024	6	15280024	JARID2	Open sea	-0.00063789	0.00011561	4.33e-08	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Ultrasound-estimated gestational age	Table S1	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg21725624	chr6:17988677	6	17988677	KIF13A	South shore	-0.00039348	7.14e-05	4.57e-08	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Ultrasound-estimated gestational age	Table S1	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg00895196	chr6:22147182	6	22147182	FLJ22536	Open sea	-0.00028614	5.22e-05	5.17e-08	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg04097131	chr6:15298461	6	15298461	JARID2	Open sea	-0.00086752	0.00015842	5.42e-08	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg04330057	chr6:16306377	6	16306377	ATXN1	Open sea	0.00078238	0.00014304	5.61e-08	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Ultrasound-estimated gestational age	Table S1	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg04330057	chr6:16306377	6	16306377	ATXN1	Open sea	0.0008094	0.00014801	5.66e-08	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg05968188	chr6:16483997	6	16483997	ATXN1	Open sea	0.00082098	0.0001512	6.98e-08	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Ultrasound-estimated gestational age	Table S1	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg18188328	chr6:15505094	6	15505094	JARID2	Open sea	-0.00116634	0.00021489	7.1e-08	-
